rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
675,Link Platform,https://coinmarketcap.com/currencies/link-platform/,LNK,https://www.feixiaohao.com/currencies/link-platform/,3680.07,https://ethereum.link/,,2017-07-19,3
676,Capricoin,https://coinmarketcap.com/currencies/capricoin/,CPC,https://www.feixiaohao.com/currencies/capricoin/,906718.0,http://capricoin.org/,,,3
677,PetroDollar,https://coinmarketcap.com/currencies/petrodollar/,XPD,https://www.feixiaohao.com/currencies/petrodollar/,19776.2,http://petrodollar.org/,,,2
678,CryptoInsight,https://coinmarketcap.com/currencies/trackr/,TKR,https://www.feixiaohao.com/currencies/trackr/,7268.95,http://cryptoinsight.io,https://discordapp.com/invite/yxq6JVY,2017-09-26,2
679,DaxxCoin,https://coinmarketcap.com/currencies/daxxcoin/,DAXX,https://www.feixiaohao.com/currencies/daxxcoin/,19337.1,https://daxxcoin.org/,,2017-07-12,1
680,BitBar,https://coinmarketcap.com/currencies/bitbar/,BTB,https://www.feixiaohao.com/currencies/bitbar/,1586.51,http://bitbar.co/,,,2
681,PlatinumBAR,https://coinmarketcap.com/currencies/platinumbar/,XPTX,https://www.feixiaohao.com/currencies/platinumbar/,14805.7,http://platinumbar.io,,,2
682,Ace,https://coinmarketcap.com/currencies/ace/,ACE,https://www.feixiaohao.com/currencies/ace/,243468.0,https://tokenstars.com/en/ace,https://t.me/TokenStars_en,2017-12-26,0
683,Confido,https://coinmarketcap.com/currencies/confido/,CFD,https://www.feixiaohao.com/currencies/confido/,7597.35,"http://confido.io/ , https://medium.com/@Confido.io",https://t.me/joinchat/GB_OvkRMT0F4YkU-nz4y-g,2017-11-08,3
684,MACRON,https://coinmarketcap.com/currencies/macron/,MCRN,https://www.feixiaohao.com/currencies/macron/,20421.8,,,,2
685,Trollcoin,https://coinmarketcap.com/currencies/trollcoin/,TROLL,https://www.feixiaohao.com/currencies/trollcoin/,4195.04,http://trollcoinbase.com,,,1
686,ShadowCash,https://coinmarketcap.com/currencies/shadowcash/,SDC,https://www.feixiaohao.com/currencies/shadowcash/,2111.83,http://shadowproject.io/,,,3
687,Atomic Coin,https://coinmarketcap.com/currencies/atomic-coin/,ATOM,https://www.feixiaohao.com/currencies/atomic-coin/,62656.1,https://www.atomicproject.org/,,,4
688,Xios,https://coinmarketcap.com/currencies/xios/,XIOS,https://www.feixiaohao.com/currencies/xios/,8491.2,http://www.xioscoin.com/,https://discord.gg/qdxsCxC,2017-10-27,2
689,Bitcurrency,https://coinmarketcap.com/currencies/bitcurrency/,BTCR,https://www.feixiaohao.com/currencies/bitcurrency/,1988.07,,,,1
690,Bitcoin Red,https://coinmarketcap.com/currencies/bitcoin-red/,BTCRED,https://www.feixiaohao.com/currencies/bitcoin-red/,90273.9,http://www.bitcoinred.io/,,2017-10-26,3
691,HOdlcoin,https://coinmarketcap.com/currencies/hodlcoin/,HODL,https://www.feixiaohao.com/currencies/hodlcoin/,11256.4,http://hodlcoin.com,,,1
692,Piggycoin,https://coinmarketcap.com/currencies/piggycoin/,PIGGY,https://www.feixiaohao.com/currencies/piggycoin/,21062.9,http://piggy-coin.com/,,,3
693,TittieCoin,https://coinmarketcap.com/currencies/tittiecoin/,TTC,https://www.feixiaohao.com/currencies/tittiecoin/,21853.5,http://tittiecoin.com,,,2
694,BigUp,https://coinmarketcap.com/currencies/bigup/,BIGUP,https://www.feixiaohao.com/currencies/bigup/,1615.18,http://bigup.club/,,,2
695,MaxCoin,https://coinmarketcap.com/currencies/maxcoin/,MAX,https://www.feixiaohao.com/currencies/maxcoin/,612.427,https://www.maxcoin.co.uk/,,2014-02-06,1
696,iEthereum,https://coinmarketcap.com/currencies/iethereum/,IETH,https://www.feixiaohao.com/currencies/iethereum/,56121.7,http://iethereum.trade/,http://t.me/joinchat/GHsFXg8gMQkTIBUPArpo1g,2017-10-28,3
697,Kobocoin,https://coinmarketcap.com/currencies/kobocoin/,KOBO,https://www.feixiaohao.com/currencies/kobocoin/,3647.55,http://kobocoin.com,,,3
698,Ccore,https://coinmarketcap.com/currencies/ccore/,CCO,https://www.feixiaohao.com/currencies/ccore/,11888.6,https://ccore.azureedge.net/,"https://t.me/ccore_io , https://t.me/ccore_news",2017-12-02,2
699,Advanced Internet Blocks,https://coinmarketcap.com/currencies/advanced-internet-blocks/,AIB,https://www.feixiaohao.com/currencies/advanced-internet-blocks/,2347.22,http://aib.iobond.com/,,,3
700,Bitstar,https://coinmarketcap.com/currencies/bitstar/,BITS,https://www.feixiaohao.com/currencies/bitstar/,3107.92,https://www.bitstarcoin.com/,,,2
701,GAIA,https://coinmarketcap.com/currencies/gaia/,GAIA,https://www.feixiaohao.com/currencies/gaia/,1651.31,http://gaiaplatform.com/,,,1
702,SmileyCoin,https://coinmarketcap.com/currencies/smileycoin/,SMLY,https://www.feixiaohao.com/currencies/smileycoin/,4212.58,http://tutor-web.info,,,1
703,Aricoin,https://coinmarketcap.com/currencies/aricoin/,ARI,https://www.feixiaohao.com/currencies/aricoin/,30880.8,https://aricoin.org/,,,1
704,Fantomcoin,https://coinmarketcap.com/currencies/fantomcoin/,FCN,https://www.feixiaohao.com/currencies/fantomcoin/,11374.6,http://fantomcoin.org/,,,2
705,Colossuscoin V2,https://coinmarketcap.com/currencies/colossuscoin-v2/,CV2,https://www.feixiaohao.com/currencies/colossuscoin-v2/,1976.1,http://colossuscoin.org,,,1
706,Elcoin,https://coinmarketcap.com/currencies/elcoin-el/,EL,https://www.feixiaohao.com/currencies/elcoin-el/,19707.3,https://elcoin.space/,,,2
707,Octanox,https://coinmarketcap.com/currencies/octanox/,OTX,https://www.feixiaohao.com/currencies/octanox/,4597.57,https://octanox.org/,https://t.me/joinchat/D56R00Hi-wyipBdrd7uNpw,2017-06-24,0
708,HoboNickels,https://coinmarketcap.com/currencies/hobonickels/,HBN,https://www.feixiaohao.com/currencies/hobonickels/,2036.56,http://hobonickels.info/,,,1
709,StarCash Network,https://coinmarketcap.com/currencies/starcash-network/,STARS,https://www.feixiaohao.com/currencies/starcash-network/,9146.75,http://starcash.co/,https://t.me/joinchat/FI0zqw69dJJEsXoq-DzBCQ,2017-11-08,1
710,Visio,https://coinmarketcap.com/currencies/visio/,VISIO,https://www.feixiaohao.com/currencies/visio/,13565.0,http://www.visioplatform.com/,,,2
711,PoSToken,https://coinmarketcap.com/currencies/postoken/,POS,https://www.feixiaohao.com/currencies/postoken/,35875.2,https://postoken.org/,https://t.me/PoSToken,2017-10-12,3
712,LanaCoin,https://coinmarketcap.com/currencies/lanacoin/,LANA,https://www.feixiaohao.com/currencies/lanacoin/,20229.8,https://lanacoin.com/,,,2
713,Billionaire Token,https://coinmarketcap.com/currencies/billionaire-token/,XBL,https://www.feixiaohao.com/currencies/billionaire-token/,47152.8,https://billionairetoken.com/,,2017-09-24,2
714,Veltor,https://coinmarketcap.com/currencies/veltor/,VLT,https://www.feixiaohao.com/currencies/veltor/,2828.99,,,,1
715,TrumpCoin,https://coinmarketcap.com/currencies/trumpcoin/,TRUMP,https://www.feixiaohao.com/currencies/trumpcoin/,6699.33,http://www.trumpcoin.com,,,4
716,Happycoin,https://coinmarketcap.com/currencies/happycoin/,HPC,https://www.feixiaohao.com/currencies/happycoin/,34341.1,http://happycointech.org/,,,3
717,WhaleCoin,https://coinmarketcap.com/currencies/whalecoin/,WHL,https://www.feixiaohao.com/currencies/whalecoin/,5938.97,https://whalecoin.org/,,2017-10-08,2
718,Nyancoin,https://coinmarketcap.com/currencies/nyancoin/,NYAN,https://www.feixiaohao.com/currencies/nyancoin/,2185.23,https://www.nyancoin.info/,,,2
719,WavesGo,https://coinmarketcap.com/currencies/wavesgo/,WGO,https://www.feixiaohao.com/currencies/wavesgo/,3737.1,http://www.wavesgo.com/wgo.html,,,2
720,SwagBucks,https://coinmarketcap.com/currencies/swagbucks/,BUCKS,https://www.feixiaohao.com/currencies/swagbucks/,14949.6,,,,2
721,DROXNE,https://coinmarketcap.com/currencies/droxne/,DRXNE,https://www.feixiaohao.com/currencies/droxne/,20539.5,http://droxne.net/,"https://telegram.dog/droxne , https://discordapp.com/invite/RCMqw9u",2017-09-15,1
722,Eternity,https://coinmarketcap.com/currencies/eternity/,ENT,https://www.feixiaohao.com/currencies/eternity/,6440.53,http://ent.eternity-group.org/,,,2
723,Sugar Exchange,https://coinmarketcap.com/currencies/sugar-exchange/,SGR,https://www.feixiaohao.com/currencies/sugar-exchange/,96856.7,http://sugarexchange.io/,https://t.me/joinchat/GCd1KBFberV538lleS0kZQ,2017-11-20,2
724,AdCoin,https://coinmarketcap.com/currencies/adcoin/,ACC,https://www.feixiaohao.com/currencies/adcoin/,26234.7,https://www.getadcoin.com/,https://t.me/adcoinacc,2017-08-26,4
725,PostCoin,https://coinmarketcap.com/currencies/postcoin/,POST,https://www.feixiaohao.com/currencies/postcoin/,121470.0,https://postcoin.top/,https://telegram.me/postcoinofficial,,4
726,Guncoin,https://coinmarketcap.com/currencies/guncoin/,GUN,https://www.feixiaohao.com/currencies/guncoin/,7805.14,http://www.guncoin.info/,,,1
727,Prototanium,https://coinmarketcap.com/currencies/prototanium/,PR,https://www.feixiaohao.com/currencies/prototanium/,5428.94,http://prototanium.uno/,,,1
728,GoldBlocks,https://coinmarketcap.com/currencies/goldblocks/,GB,https://www.feixiaohao.com/currencies/goldblocks/,7071.02,http://goldblocks.eu/,,,4
729,Titcoin,https://coinmarketcap.com/currencies/titcoin/,TIT,https://www.feixiaohao.com/currencies/titcoin/,13702.4,http://www.joy-toilet.com/titcoin/,,,2
730,Giga Watt Token,https://coinmarketcap.com/currencies/giga-watt-token/,WTT,https://www.feixiaohao.com/currencies/giga-watt-token/,51122.0,http://www.giga-watt.com/,https://t.me/wtt_token,2017-09-03,2
731,Crystal Clear ,https://coinmarketcap.com/currencies/crystal-clear/,CCT,https://www.feixiaohao.com/currencies/crystal-clear/,15074.1,http://crystal-clear.io/,,2017-10-10,3
732,Newbium,https://coinmarketcap.com/currencies/newbium/,NEWB,https://www.feixiaohao.com/currencies/newbium/,892.687,"https://coins.newbium.com/ , http://newbium.com/",,,2
733,Zlancer,https://coinmarketcap.com/currencies/zcash-gold/,ZCG,https://www.feixiaohao.com/currencies/zcash-gold/,8252.54,"http://zlancer.net/ , http://zcashgold.net/",https://t.me/joinchat/Gy7OKkP5__4Xy-eWsEldRQ,2017-11-11,2
734,Signatum,https://coinmarketcap.com/currencies/signatum/,SIGT,https://www.feixiaohao.com/currencies/signatum/,1894.0,https://signatum.org/,,2017-07-25,2
735,Ammo Reloaded,https://coinmarketcap.com/currencies/ammo-rewards/,AMMO,https://www.feixiaohao.com/currencies/ammo-rewards/,12484.1,http://ammoreloaded.io/,https://discord.gg/E3cWfkx,,1
736,Rimbit,https://coinmarketcap.com/currencies/rimbit/,RBT,https://www.feixiaohao.com/currencies/rimbit/,179338.0,http://www.rimbit.com,,,2
737,BlakeStar,https://coinmarketcap.com/currencies/blakestar/,BLAS,https://www.feixiaohao.com/currencies/blakestar/,37874.1,http://www.blakestar.io/,"https://t.me/BlakeStarCoin , https://discordapp.com/invite/hYvsCza",2017-08-01,2
738,MojoCoin,https://coinmarketcap.com/currencies/mojocoin/,MOJO,https://www.feixiaohao.com/currencies/mojocoin/,16997.6,https://mojocoin.org/,,,4
739,Unity Ingot,https://coinmarketcap.com/currencies/unity-ingot/,UNY,https://www.feixiaohao.com/currencies/unity-ingot/,12610.3,https://unityingot.com/,,,2
740,Cryptojacks,https://coinmarketcap.com/currencies/cryptojacks/,CJ,https://www.feixiaohao.com/currencies/cryptojacks/,30218.1,http://cryptojacks.com/,,,4
741,Philosopher Stones,https://coinmarketcap.com/currencies/philosopher-stones/,PHS,https://www.feixiaohao.com/currencies/philosopher-stones/,97287.8,http://philosopherstones.org/,https://bitcointalk.org/index.php?topic=830427.0,,1
742,Dashcoin,https://coinmarketcap.com/currencies/dashcoin/,DSH,https://www.feixiaohao.com/currencies/dashcoin/,2999.62,http://dashcoin.info/,,,1
743,OctoCoin,https://coinmarketcap.com/currencies/octocoin/,888,https://www.feixiaohao.com/currencies/octocoin/,9460.33,http://octocoinfoundation.org/,,,2
744,DigiCube,https://coinmarketcap.com/currencies/digicube/,CUBE,https://www.feixiaohao.com/currencies/digicube/,307722.0,http://www.freestaking.com,,,1
745,RedCoin,https://coinmarketcap.com/currencies/redcoin/,RED,https://www.feixiaohao.com/currencies/redcoin/,7303.13,http://redcoin.pw/,,,1
746,Phoenixcoin,https://coinmarketcap.com/currencies/phoenixcoin/,PXC,https://www.feixiaohao.com/currencies/phoenixcoin/,20197.5,http://phoenixcoin.org/,,,1
747,GoldReserve,https://coinmarketcap.com/currencies/goldreserve/,XGR,https://www.feixiaohao.com/currencies/goldreserve/,1135.85,http://www.goldreservecoin.com/,,,1
748,Opal,https://coinmarketcap.com/currencies/opal/,OPAL,https://www.feixiaohao.com/currencies/opal/,5999.12,http://www.opal-coin.com,,,2
749,Pakcoin,https://coinmarketcap.com/currencies/pakcoin/,PAK,https://www.feixiaohao.com/currencies/pakcoin/,5486.6,http://www.pakcoin.io/,http://t.me/pakcoingroup,,2
750,HiCoin,https://coinmarketcap.com/currencies/hicoin/,XHI,https://www.feixiaohao.com/currencies/hicoin/,24681.6,http://xhicoin.com/,,,3
751,Bitz,https://coinmarketcap.com/currencies/bitz/,BITZ,https://www.feixiaohao.com/currencies/bitz/,635.713,https://bitz.biz/,,,1
752,Joulecoin,https://coinmarketcap.com/currencies/joulecoin/,XJO,https://www.feixiaohao.com/currencies/joulecoin/,5578.01,http://www.jouleco.in/,https://discord.gg/RaWB3uE,,2
753,FUNCoin,https://coinmarketcap.com/currencies/funcoin/,FUNC,https://www.feixiaohao.com/currencies/funcoin/,18420.7,http://www.funcoin.io/,https://telegram.me/FUNCoin_En,,2
754,BitTokens,https://coinmarketcap.com/currencies/bittokens/,BXT,https://www.feixiaohao.com/currencies/bittokens/,4050.83,http://www.bittoken.pw/,,,2
755,Bitcoin Fast,https://coinmarketcap.com/currencies/bitcoinfast/,BCF,https://www.feixiaohao.com/currencies/bitcoinfast/,12861.9,http://bitcoinfast.co/,,,1
756,Sterlingcoin,https://coinmarketcap.com/currencies/sterlingcoin/,SLG,https://www.feixiaohao.com/currencies/sterlingcoin/,4221.64,http://sterlingcoin.org/,,,2
757,Mineum,https://coinmarketcap.com/currencies/mineum/,MNM,https://www.feixiaohao.com/currencies/mineum/,1291.79,https://mineum.org/,,,2
758,Argentum,https://coinmarketcap.com/currencies/argentum/,ARG,https://www.feixiaohao.com/currencies/argentum/,7556.33,http://www.argentum.io/,https://webchat.freenode.net/?channels=#ARGCurrency,,2
759,BlockPay,https://coinmarketcap.com/currencies/blockpay/,BLOCKPAY,https://www.feixiaohao.com/currencies/blockpay/,2837.66,https://blockpay.ch/,,,1
760,Coin2.1,https://coinmarketcap.com/currencies/coin2-1/,C2,https://www.feixiaohao.com/currencies/coin2-1/,10833.6,http://www.coin2.us,,,2
761,CannaCoin,https://coinmarketcap.com/currencies/cannacoin/,CCN,https://www.feixiaohao.com/currencies/cannacoin/,1039.21,http://www.cannacoin.tech/,,,1
762,Ethereum Dark,https://coinmarketcap.com/currencies/ethereum-dark/,ETHD,https://www.feixiaohao.com/currencies/ethereum-dark/,302639.0,https://www.ethereumdark.net/,,2017-09-20,3
763,ChanCoin,https://coinmarketcap.com/currencies/chancoin/,CHAN,https://www.feixiaohao.com/currencies/chancoin/,14136.9,https://chancoin.org/,https://discordapp.com/invite/wCA5wN5,2017-06-29,1
764,Onix,https://coinmarketcap.com/currencies/onix/,ONX,https://www.feixiaohao.com/currencies/onix/,8191.46,http://www.onixcoin.com/,https://t.me/onixcoin,2017-06-25,2
765,Chronos,https://coinmarketcap.com/currencies/chronos/,CRX,https://www.feixiaohao.com/currencies/chronos/,7018.85,http://chronos-coin.com/,,,2
766,Tigercoin,https://coinmarketcap.com/currencies/tigercoin/,TGC,https://www.feixiaohao.com/currencies/tigercoin/,2094.91,http://tigercoin.wordpress.com,,,4
767,Darsek,https://coinmarketcap.com/currencies/darsek/,KED,https://www.feixiaohao.com/currencies/darsek/,883.001,http://ked.scificrypto.info/,,,1
768,KushCoin,https://coinmarketcap.com/currencies/kushcoin/,KUSH,https://www.feixiaohao.com/currencies/kushcoin/,1467.05,https://kushcoin.co,,,2
769,UniCoin,https://coinmarketcap.com/currencies/unicoin/,UNIC,https://www.feixiaohao.com/currencies/unicoin/,2907.02,http://unicoins.tumblr.com/,,,2
770,SongCoin,https://coinmarketcap.com/currencies/songcoin/,SONG,https://www.feixiaohao.com/currencies/songcoin/,152421.0,http://www.songcoin.org,,,2
771,Jin Coin,https://coinmarketcap.com/currencies/jin-coin/,JIN,https://www.feixiaohao.com/currencies/jin-coin/,4103.65,http://jin-coin.info/,,,1
772,8Bit,https://coinmarketcap.com/currencies/8bit/,8BIT,https://www.feixiaohao.com/currencies/8bit/,2765.67,http://www.8-bit.ga/,,,1
773,Sovereign Hero,https://coinmarketcap.com/currencies/sovereign-hero/,HERO,https://www.feixiaohao.com/currencies/sovereign-hero/,216083.0,http://www.sovereignhero.com/,,2017-07-12,1
774,Pioneer Coin,https://coinmarketcap.com/currencies/pioneer-coin/,PCOIN,https://www.feixiaohao.com/currencies/pioneer-coin/,24322.9,https://pioneercoin.com/,https://t.me/joinchat/F1zHDA2qvbmuxzCau5lSzQ,2017-12-12,1
775,C-Bit,https://coinmarketcap.com/currencies/c-bit/,XCT,https://www.feixiaohao.com/currencies/c-bit/,8047.78,http://c-bit.me/,,,3
776,Helleniccoin,https://coinmarketcap.com/currencies/helleniccoin/,HNC,https://www.feixiaohao.com/currencies/helleniccoin/,2028.64,http://www.helleniccoin.gr/,,,1
777,Dix Asset,https://coinmarketcap.com/currencies/dix-asset/,DIX,https://www.feixiaohao.com/currencies/dix-asset/,17333.7,https://www.dixassetcoin.net/,https://t.me/DixAssetCoin,,2
778,PayCoin,https://coinmarketcap.com/currencies/paycoin2/,XPY,https://www.feixiaohao.com/currencies/paycoin2/,2377.01,http://www.paycoin.com,,,2
779,TagCoin,https://coinmarketcap.com/currencies/tagcoin/,TAG,https://www.feixiaohao.com/currencies/tagcoin/,5292.33,http://tagcoin.org/,,2013-10-27,2
780,Evil Coin,https://coinmarketcap.com/currencies/evil-coin/,EVIL,https://www.feixiaohao.com/currencies/evil-coin/,39942.3,http://evilcoin.xyz/,,,3
781,Ratecoin,https://coinmarketcap.com/currencies/ratecoin/,XRA,https://www.feixiaohao.com/currencies/ratecoin/,2197.71,https://stakeminers.com/ratecoin/ratecoin.html,,,2
782,VoteCoin,https://coinmarketcap.com/currencies/votecoin/,VOT,https://www.feixiaohao.com/currencies/votecoin/,1529.41,https://votecoin.site/,https://discord.gg/Xbz2egM,2017-11-24,1
783,RouletteToken,https://coinmarketcap.com/currencies/roulettetoken/,RLT,https://www.feixiaohao.com/currencies/roulettetoken/,8025.79,https://smartplay.tech/,,,1
784,LiteBar,https://coinmarketcap.com/currencies/litebar/,LTB,https://www.feixiaohao.com/currencies/litebar/,503.318,http://litebar.co/,,,1
785,Coin(O),https://coinmarketcap.com/currencies/coin/,CNO,https://www.feixiaohao.com/currencies/coin/,5208.27,http://coin-o-coin.com/,,,1
786,Eurocoin,https://coinmarketcap.com/currencies/eurocoin/,EUC,https://www.feixiaohao.com/currencies/eurocoin/,1259.92,http://eurocoin-euc.com/,,,2
787,DigitalDevelopersFund,https://coinmarketcap.com/currencies/digital-developers-fund/,DDF,https://www.feixiaohao.com/currencies/digital-developers-fund/,3819.39,https://www.digitaldevelopersfund.com/,,2017-08-13,3
788,Bit20,https://coinmarketcap.com/currencies/bit20/,BTWTY,https://www.feixiaohao.com/currencies/bit20/,4494.25,http://www.bittwenty.com/,https://t.me/joinchat/BdGiiAyHOiLHs4oiHqV2Kg,2017-07-19,1
789,ChessCoin,https://coinmarketcap.com/currencies/chesscoin/,CHESS,https://www.feixiaohao.com/currencies/chesscoin/,6675.58,https://chesscoincommunity.com/,,,2
790,EOT Token,https://coinmarketcap.com/currencies/eot-token/,EOT,https://www.feixiaohao.com/currencies/eot-token/,30776.6,http://eottoken.com/,,2017-08-28,3
791,Quatloo,https://coinmarketcap.com/currencies/quatloo/,QTL,https://www.feixiaohao.com/currencies/quatloo/,784.349,http://quatloos.org,,,1
792,Independent Money System,https://coinmarketcap.com/currencies/independent-money-system/,IMS,https://www.feixiaohao.com/currencies/independent-money-system/,33750.8,http://independentmoneysystem.com/,,,2
793,Litecoin Plus,https://coinmarketcap.com/currencies/litecoin-plus/,LCP,https://www.feixiaohao.com/currencies/litecoin-plus/,6838.23,http://litecoinplus.co,,,1
794,PayCon,https://coinmarketcap.com/currencies/paycon/,CON,https://www.feixiaohao.com/currencies/paycon/,9396.22,https://paycon.pw/,,,2
795,Valorbit,https://coinmarketcap.com/currencies/valorbit/,VAL,https://www.feixiaohao.com/currencies/valorbit/,6542.55,https://valorbit.com/,,,1
796,BTSR,https://coinmarketcap.com/currencies/btsr/,BTSR,https://www.feixiaohao.com/currencies/btsr/,3173.14,https://btsr.io/,,,1
797,Mincoin,https://coinmarketcap.com/currencies/mincoin/,MNC,https://www.feixiaohao.com/currencies/mincoin/,1517.46,https://www.mincoin.us/,,,0
798,iCoin,https://coinmarketcap.com/currencies/icoin/,ICN,https://www.feixiaohao.com/currencies/icoin/,2052.93,http://www.icoin.world/,,,1
799,BitCoal,https://coinmarketcap.com/currencies/bitcoal/,COAL,https://www.feixiaohao.com/currencies/bitcoal/,5961.42,http://getbitcoal.org/,,2017-07-21,1
800,Zurcoin,https://coinmarketcap.com/currencies/zurcoin/,ZUR,https://www.feixiaohao.com/currencies/zurcoin/,1198.38,"http://shai102.wix.com/zurcoin , http://zurcoin.org/",,,1
801,Cypher,https://coinmarketcap.com/currencies/cypher/,CYP,https://www.feixiaohao.com/currencies/cypher/,1409.75,,,,1
802,ParallelCoin,https://coinmarketcap.com/currencies/parallelcoin/,DUO,https://www.feixiaohao.com/currencies/parallelcoin/,1018.89,http://parallelcoin.info/,,,2
803,RevolverCoin,https://coinmarketcap.com/currencies/revolvercoin/,XRE,https://www.feixiaohao.com/currencies/revolvercoin/,1963.75,http://revolvercoin.org/,,,1
804,eBitcoinCash,https://coinmarketcap.com/currencies/ebitcoin-cash/,EBCH,https://www.feixiaohao.com/currencies/ebitcoin-cash/,3514.08,https://www.ebitcoincash.io/,https://t.me/ebchcoin/,2017-11-18,1
805,Rubies,https://coinmarketcap.com/currencies/rubies/,RBIES,https://www.feixiaohao.com/currencies/rubies/,999.06,http://rbies.org/,,,2
806,Kayicoin,https://coinmarketcap.com/currencies/kayicoin/,KAYI,https://www.feixiaohao.com/currencies/kayicoin/,15477.8,https://www.xn--kay-lua.net/,,,1
807,BERNcash,https://coinmarketcap.com/currencies/berncash/,BERN,https://www.feixiaohao.com/currencies/berncash/,1647.75,http://berncoin.org/,,,2
808,Blakecoin,https://coinmarketcap.com/currencies/blakecoin/,BLC,https://www.feixiaohao.com/currencies/blakecoin/,1170.36,http://www.blakecoin.org/,,,2
809,Swing,https://coinmarketcap.com/currencies/swing/,SWING,https://www.feixiaohao.com/currencies/swing/,1527.99,,,,2
810,Marscoin,https://coinmarketcap.com/currencies/marscoin/,MARS,https://www.feixiaohao.com/currencies/marscoin/,9350.2,http://marscoin.org/,,,1
811,ZoZoCoin,https://coinmarketcap.com/currencies/zozocoin/,ZZC,https://www.feixiaohao.com/currencies/zozocoin/,8697.91,https://www.zozocoins.com/,,2017-11-22,1
812,Prime-XI,https://coinmarketcap.com/currencies/prime-xi/,PXI,https://www.feixiaohao.com/currencies/prime-xi/,2674.05,https://primexi.com/,,,2
813,Fujinto,https://coinmarketcap.com/currencies/fujinto/,NTO,https://www.feixiaohao.com/currencies/fujinto/,10874.4,https://fujinto.io/,,2017-09-03,2
814,BROTHER,https://coinmarketcap.com/currencies/brat/,BRAT,https://www.feixiaohao.com/currencies/brat/,15152.1,http://bro-consortium.io/,"https://t.me/brotherenglish , https://t.me/brotherrussia",2017-08-28,3
815,Emerald Crypto,https://coinmarketcap.com/currencies/emerald/,EMD,https://www.feixiaohao.com/currencies/emerald/,983.799,http://www.emeraldcrypto.de/,,,1
816,Flycoin,https://coinmarketcap.com/currencies/flycoin/,FLY,https://www.feixiaohao.com/currencies/flycoin/,1086.43,,,,1
817,Gapcoin,https://coinmarketcap.com/currencies/gapcoin/,GAP,https://www.feixiaohao.com/currencies/gapcoin/,1563.8,http://gapcoin.org,,,1
818,Dollarcoin,https://coinmarketcap.com/currencies/dollarcoin/,DLC,https://www.feixiaohao.com/currencies/dollarcoin/,5609.59,,,,1
819,LiteBitcoin,https://coinmarketcap.com/currencies/litebitcoin/,LBTC,https://www.feixiaohao.com/currencies/litebitcoin/,41709.3,http://www.lbtc.info/,,2017-07-21,1
820,SecureCoin,https://coinmarketcap.com/currencies/securecoin/,SRC,https://www.feixiaohao.com/currencies/securecoin/,35332.1,http://securecoin.org/,,2013-09-06,2
821,Senderon,https://coinmarketcap.com/currencies/senderon/,SDRN,https://www.feixiaohao.com/currencies/senderon/,21709.5,https://www.senderon.org/,,2017-10-13,2
822,Bolivarcoin,https://coinmarketcap.com/currencies/bolivarcoin/,BOLI,https://www.feixiaohao.com/currencies/bolivarcoin/,9515.75,http://bolicoin.com/,,,3
823,Dalecoin,https://coinmarketcap.com/currencies/dalecoin/,DALC,https://www.feixiaohao.com/currencies/dalecoin/,6244.09,http://dalecoin.org/,https://t.me/dalecoin,2017-08-25,5
824,SoonCoin,https://coinmarketcap.com/currencies/sooncoin/,SOON,https://www.feixiaohao.com/currencies/sooncoin/,1579.28,http://www.sooncoin.com/,,,1
825,SpaceCoin,https://coinmarketcap.com/currencies/spacecoin/,SPACE,https://www.feixiaohao.com/currencies/spacecoin/,4188.32,http://spacecoin.info/,,,2
826,bitBTC,https://coinmarketcap.com/currencies/bitbtc/,BITBTC,https://www.feixiaohao.com/currencies/bitbtc/,136405.0,http://bit.ly/BitShares_BTC,,,1
827,Cannation,https://coinmarketcap.com/currencies/cannation/,CNNC,https://www.feixiaohao.com/currencies/cannation/,82153.3,http://www.cannationcoin.com/,,,3
828,Marijuanacoin,https://coinmarketcap.com/currencies/marijuanacoin/,MAR,https://www.feixiaohao.com/currencies/marijuanacoin/,2247.06,https://marijuanacoin.net,,,1
829,GameUnits,https://coinmarketcap.com/currencies/gameunits/,UNITS,https://www.feixiaohao.com/currencies/gameunits/,1643.97,http://gameunits.org/,,,2
830,GlobalBoost-Y,https://coinmarketcap.com/currencies/globalboost-y/,BSTY,https://www.feixiaohao.com/currencies/globalboost-y/,4015.57,http://globalboost-y.com/,,,3
831,YENTEN,https://coinmarketcap.com/currencies/yenten/,YTN,https://www.feixiaohao.com/currencies/yenten/,2598.44,https://conan-equal-newone.github.io/yenten/,,2017-12-19,1
832,Hexx,https://coinmarketcap.com/currencies/hexx/,HXX,https://www.feixiaohao.com/currencies/hexx/,7912.74,,,,2
833,bitSilver,https://coinmarketcap.com/currencies/bitsilver/,BITSILVER,https://www.feixiaohao.com/currencies/bitsilver/,289333.0,http://bit.ly/BitShares_SILVER,,,1
834,ETHGAS,https://coinmarketcap.com/currencies/ethgas/,EGAS,https://www.feixiaohao.com/currencies/ethgas/,3639.57,http://www.ethgas.stream/,https://t.me/ethgas,2017-11-01,1
835,BitAsean,https://coinmarketcap.com/currencies/bitasean/,BAS,https://www.feixiaohao.com/currencies/bitasean/,12309.6,https://www.bitasean.org/,,2017-08-13,2
836,Trident Group,https://coinmarketcap.com/currencies/trident/,TRDT,https://www.feixiaohao.com/currencies/trident/,1661.04,https://www.tridentgroup.io/,"https://t.me/TridentCommunity , https://t.me/tridentgroup",2017-12-16,1
