name,link,rating,ico_profile,team,vision,product,date
globetrotter,https://icobench.com/ico/globetrotter/,2.9,2.9,2.5,3.0,3.0,2018-01-15 - 2018-02-28
hade,https://icobench.com/ico/hade/,2.9,2.9,3.0,3.0,3.0,
insights-network,https://icobench.com/ico/insights-network/,3.1,2.9,3.0,4.0,4.0,2018-01-28 - 2018-02-14
liminality-network,https://icobench.com/ico/liminality-network/,2.9,2.9,0,0,0,
masscryp,https://icobench.com/ico/masscryp/,2.9,2.9,0,0,0,2017-11-28 - 2018-01-31
medibond,https://icobench.com/ico/medibond/,2.9,2.9,3.0,3.0,3.0,
misscoin,https://icobench.com/ico/misscoin/,2.9,2.9,0,0,0,2017-12-09 - 2018-05-07
mytime,https://icobench.com/ico/mytime/,2.9,2.9,0,0,0,2018-03-24 - 2018-03-24
onncoin,https://icobench.com/ico/onncoin/,2.9,2.9,0,0,0,2018-01-15 - 2018-03-15
openassets,https://icobench.com/ico/openassets/,2.9,2.9,0,0,0,2018-02-26 - 2018-04-01
piligrim-xxi,https://icobench.com/ico/piligrim-xxi/,2.2,2.9,1.0,1.6,1.0,
r-pay,https://icobench.com/ico/r-pay/,3.0,2.9,3.0,4.0,4.0,
rchain,https://icobench.com/ico/rchain/,2.9,2.9,0,0,0,
relest,https://icobench.com/ico/relest/,3.3,2.9,2.7,4.3,4.3,2017-11-25 - 2018-01-25
smartcity,https://icobench.com/ico/smartcity/,2.9,2.9,0,0,0,2018-01-15 - 2018-01-31
telegram-open-network,https://icobench.com/ico/telegram-open-network/,2.9,2.9,0,0,0,
workpress,https://icobench.com/ico/workpress/,2.9,2.9,0,0,0,2018-01-01 - 2018-01-31
cointed,https://icobench.com/ico/cointed/,2.6,2.8,2.5,2.2,2.6,2017-11-20 - 2018-02-28
crassula,https://icobench.com/ico/crassula/,2.8,2.8,0,0,0,
decoin,https://icobench.com/ico/decoin/,2.9,2.8,3.5,3.0,2.5,2017-12-18 - 2018-01-31
elige-re,https://icobench.com/ico/elige-re/,2.9,2.8,3.0,3.0,3.0,
foodimus,https://icobench.com/ico/foodimus/,2.8,2.8,0,0,0,2018-03-01 - 2018-04-15
gravel-coin,https://icobench.com/ico/gravel-coin/,2.9,2.8,3.0,3.5,3.0,2017-12-15 - 2018-01-31
gron-digital,https://icobench.com/ico/gron-digital/,3.0,2.8,4.0,4.0,3.0,2018-01-09 - 2018-01-23
hybrid-betting,https://icobench.com/ico/hybrid-betting/,3.0,2.8,4.0,4.0,3.0,2018-01-10 - 2018-03-10
jnet1,https://icobench.com/ico/jnet1/,2.5,2.8,1.9,2.7,1.5,
loan-bit,https://icobench.com/ico/loan-bit/,2.9,2.8,3.0,3.0,3.0,
loyaltychain,https://icobench.com/ico/loyaltychain/,2.8,2.8,0,0,0,
maxbull-coin,https://icobench.com/ico/maxbull-coin/,2.8,2.8,0,0,0,2018-01-01 - 2018-03-31
mdk,https://icobench.com/ico/mdk/,3.0,2.8,3.0,3.0,4.0,
mining-now,https://icobench.com/ico/mining-now/,2.9,2.8,3.0,4.0,3.0,2017-12-05 - 2018-02-28
proncoin,https://icobench.com/ico/proncoin/,2.8,2.8,0,0,0,2018-01-01 - 2018-03-21
pulsar,https://icobench.com/ico/pulsar/,3.1,2.8,4.0,3.7,3.7,2017-11-13 - 2018-05-13
sooloox,https://icobench.com/ico/sooloox/,2.8,2.8,0,0,0,2018-04-16 - 2018-04-21
tag-world-exchange,https://icobench.com/ico/tag-world-exchange/,3.8,2.8,4.7,4.7,4.7,2018-01-03 - 2018-02-03
the-advertising-currency,https://icobench.com/ico/the-advertising-currency/,2.8,2.8,0,0,0,2017-12-01 - 2018-01-29
veritas-mining,https://icobench.com/ico/veritas-mining/,2.8,2.8,0,0,0,
vyral,https://icobench.com/ico/vyral/,2.8,2.8,0,0,0,
aditus,https://icobench.com/ico/aditus/,2.6,2.6,0,0,0,
alchemybyte,https://icobench.com/ico/alchemybyte/,2.6,2.6,0,0,0,2018-01-02 - 2018-02-16
auditchain,https://icobench.com/ico/auditchain/,2.6,2.6,0,0,0,
bondkick-syndicate,https://icobench.com/ico/bondkick-syndicate/,2.6,2.6,0,0,0,2017-11-06 - 2018-01-31
charityspace,https://icobench.com/ico/charityspace/,2.9,2.6,3.2,3.7,2.7,2018-04-20 - 2018-05-31
chatello-app,https://icobench.com/ico/chatello-app/,2.6,2.6,0,0,0,2018-01-02 - 2018-02-15
coincasino,https://icobench.com/ico/coincasino/,2.1,2.6,1.6,1.6,1.0,2017-12-27 - 2018-02-15
cottagecoin,https://icobench.com/ico/cottagecoin/,2.5,2.6,3.0,2.0,2.0,2018-02-01 - 2018-02-28
fair-game,https://icobench.com/ico/fair-game/,2.8,2.6,2.6,3.4,3.0,2017-12-28 - 2018-01-28
fornicoin,https://icobench.com/ico/fornicoin/,2.6,2.6,0,0,0,2018-01-05 - 2018-02-20
green-list-standard,https://icobench.com/ico/green-list-standard/,2.6,2.6,0,0,0,2017-12-01 - 2018-01-31
hellenium,https://icobench.com/ico/hellenium/,2.6,2.6,0,0,0,
herby,https://icobench.com/ico/herby/,2.6,2.6,0,0,0,
iconiq-lab,https://icobench.com/ico/iconiq-lab/,2.6,2.6,0,0,0,
luckbox,https://icobench.com/ico/luckbox/,2.6,2.6,0,0,0,2018-01-22 - 2018-02-15
medichain,https://icobench.com/ico/medichain/,2.6,2.6,0,0,0,
mercury-protocol,https://icobench.com/ico/mercury-protocol/,2.6,2.6,0,0,0,
patriot,https://icobench.com/ico/patriot/,2.6,2.6,0,0,0,2018-01-05 - 2018-02-05
pinkdate,https://icobench.com/ico/pinkdate/,2.6,2.6,0,0,0,2018-01-01 - 2018-01-31
presscoin,https://icobench.com/ico/presscoin/,2.6,2.6,0,0,0,
revv-coin,https://icobench.com/ico/revv-coin/,2.6,2.6,0,0,0,2017-12-18 - 2018-01-22
rothscoin,https://icobench.com/ico/rothscoin/,2.6,2.6,0,0,0,2017-12-18 - 2018-01-28
totum,https://icobench.com/ico/totum/,2.9,2.6,2.4,4.0,3.4,2017-12-15 - 2018-01-31
virtonomics,https://icobench.com/ico/virtonomics/,3.2,2.6,3.1,4.4,3.8,
world-tourism,https://icobench.com/ico/world-tourism/,2.6,2.6,2.0,3.0,3.0,
youra,https://icobench.com/ico/youra/,2.6,2.6,0,0,0,
zeus,https://icobench.com/ico/zeus/,2.6,2.6,2.5,3.0,2.0,2017-12-15 - 2018-01-25
0chain,https://icobench.com/ico/0chain/,2.5,2.5,0,0,0,
1worldblockchain,https://icobench.com/ico/1worldblockchain/,3.3,2.5,4.0,3.9,3.7,
big-foundation,https://icobench.com/ico/big-foundation/,2.5,2.5,3.0,3.0,2.0,2017-10-12 - 2018-11-01
bitto-exchange,https://icobench.com/ico/bitto-exchange/,2.5,2.5,0,0,0,2018-01-16 - 2018-04-03
blaq,https://icobench.com/ico/blaq/,2.5,2.5,0,0,0,
coinfer,https://icobench.com/ico/coinfer/,2.5,2.5,0,0,0,2018-01-11 - 2018-02-10
coinfer,https://icobench.com/ico/coinfer/,2.5,2.5,0,0,0,2018-01-11 - 2018-02-10
ekash,https://icobench.com/ico/ekash/,2.5,2.5,0,0,0,2018-01-01 - 2018-03-31
enet-network,https://icobench.com/ico/enet-network/,2.5,2.5,0,0,0,2017-11-30 - 2018-02-28
healpoint,https://icobench.com/ico/healpoint/,2.6,2.5,3.0,3.0,3.0,
icobasis,https://icobench.com/ico/icobasis/,2.5,2.5,2.3,3.4,1.9,2017-12-23 - 2018-02-07
jboxcoin,https://icobench.com/ico/jboxcoin/,2.6,2.5,5.0,5.0,5.0,
kala-token,https://icobench.com/ico/kala-token/,2.5,2.5,0,0,0,2017-11-27 - 2018-03-31
labrys,https://icobench.com/ico/labrys/,2.5,2.5,3.0,4.0,1.0,
loomia,https://icobench.com/ico/loomia/,2.5,2.5,0,0,0,
loopx,https://icobench.com/ico/loopx/,2.5,2.5,0,0,0,2018-01-10 - 2018-01-30
machtcoin,https://icobench.com/ico/machtcoin/,2.2,2.5,1.0,1.0,2.0,2018-01-15 - 2018-02-08
morpheus-network,https://icobench.com/ico/morpheus-network/,2.5,2.5,0,0,0,
nocta,https://icobench.com/ico/nocta/,2.5,2.5,0,0,0,
novalend,https://icobench.com/ico/novalend/,2.7,2.5,2.3,3.9,3.0,2018-01-29 - 2018-02-19
squarex,https://icobench.com/ico/squarex/,2.7,2.5,3.0,4.0,4.0,2018-03-01 - 2018-03-15
stubba,https://icobench.com/ico/stubba/,2.5,2.5,0,0,0,2017-11-10 - 2018-01-20
udiar,https://icobench.com/ico/udiar/,2.5,2.5,0,0,0,
4lions-pro,https://icobench.com/ico/4lions-pro/,2.4,2.4,0,0,0,
asspace,https://icobench.com/ico/asspace/,2.3,2.4,1.0,3.0,2.0,2018-10-25 - 2019-01-01
atmtoken,https://icobench.com/ico/atmtoken/,2.4,2.4,0,0,0,
beep,https://icobench.com/ico/beep/,2.7,2.4,2.0,5.0,5.0,2018-09-01 - 2018-09-20
bitlumens,https://icobench.com/ico/bitlumens/,2.4,2.4,0,0,0,2018-04-26 - 2018-04-30
circle,https://icobench.com/ico/circle/,2.4,2.4,0,0,0,2018-01-21 - 2018-02-18
ecogreenhouse,https://icobench.com/ico/ecogreenhouse/,2.2,2.4,1.6,2.0,1.6,
givacoin,https://icobench.com/ico/givacoin/,2.6,2.4,3.0,3.0,3.0,2017-12-26 - 2018-02-24
glu,https://icobench.com/ico/glu/,2.4,2.4,0,0,0,
hedgeconnect,https://icobench.com/ico/hedgeconnect/,2.4,2.4,0,0,0,2018-01-20 - 2018-02-12
highcastle,https://icobench.com/ico/highcastle/,2.6,2.4,3.6,2.3,2.7,2017-12-25 - 2018-02-25
honor,https://icobench.com/ico/honor/,2.4,2.4,0,0,0,2017-12-19 - 2018-01-29
house-coupon-token,https://icobench.com/ico/house-coupon-token/,2.4,2.4,0,0,0,2018-01-16 - 2018-03-18
nilecoin,https://icobench.com/ico/nilecoin/,2.3,2.4,1.0,2.0,3.0,2017-12-27 - 2018-01-27
patron,https://icobench.com/ico/patron/,3.1,2.4,5.0,5.0,5.0,
payfrit-rms,https://icobench.com/ico/payfrit-rms/,2.0,2.4,1.0,2.1,1.0,2018-02-19 - 2018-02-26
pryze,https://icobench.com/ico/pryze/,2.4,2.4,0,0,0,2017-12-01 - 2018-01-30
qilin-market,https://icobench.com/ico/qilin-market/,2.4,2.4,0,0,0,2017-12-12 - 2018-02-12
radioyo,https://icobench.com/ico/radioyo/,2.3,2.4,1.6,3.0,2.0,
realtycoin,https://icobench.com/ico/realtycoin/,2.4,2.4,0,0,0,2017-11-17 - 2018-01-31
solidified,https://icobench.com/ico/solidified/,2.4,2.4,0,0,0,
trevi-token,https://icobench.com/ico/trevi-token/,2.3,2.4,1.0,2.0,2.0,2018-01-29 - 2018-02-11
wishcoin,https://icobench.com/ico/wishcoin/,2.4,2.4,0,0,0,2018-02-20 - 2018-03-20
wowoo,https://icobench.com/ico/wowoo/,2.7,2.4,4.0,3.0,4.0,2018-02-22 - 2018-03-02
abr,https://icobench.com/ico/abr/,2.6,2.3,3.0,3.5,2.5,
armor-ceramics,https://icobench.com/ico/armor-ceramics/,2.3,2.3,0,0,0,
bitether,https://icobench.com/ico/bitether/,2.3,2.3,0,0,0,
cryptofund,https://icobench.com/ico/cryptofund/,2.3,2.3,0,0,0,
fruocoin,https://icobench.com/ico/fruocoin/,2.3,2.3,0,0,0,2017-12-28 - 2018-01-31
gigecoin,https://icobench.com/ico/gigecoin/,2.3,2.3,0,0,0,
golden-fleece,https://icobench.com/ico/golden-fleece/,2.6,2.3,3.0,4.0,3.0,2018-02-15 - 2018-03-31
indigo-dma,https://icobench.com/ico/indigo-dma/,2.3,2.3,0,0,0,2017-12-23 - 2018-04-01
katalyst-coin,https://icobench.com/ico/katalyst-coin/,2.3,2.3,0,0,0,2018-01-15 - 2018-02-15
korbex,https://icobench.com/ico/korbex/,2.3,2.3,0,0,0,
moonlighting,https://icobench.com/ico/moonlighting/,2.4,2.3,4.0,3.0,2.0,
nuhelp,https://icobench.com/ico/nuhelp/,2.4,2.3,3.0,3.0,3.0,2018-01-15 - 2018-02-15
qurito,https://icobench.com/ico/qurito/,2.5,2.3,3.0,3.0,3.0,
ret,https://icobench.com/ico/ret/,2.3,2.3,0,0,0,
smartmoni,https://icobench.com/ico/smartmoni/,2.3,2.3,0,0,0,
staking-coin,https://icobench.com/ico/staking-coin/,2.4,2.3,3.0,3.0,2.0,
tokenstub,https://icobench.com/ico/tokenstub/,2.3,2.3,0,0,0,
zodiaq,https://icobench.com/ico/zodiaq/,2.3,2.3,0,0,0,
88-coin,https://icobench.com/ico/88-coin/,2.0,2.1,3.0,1.0,1.0,
betstreak,https://icobench.com/ico/betstreak/,2.1,2.1,0,0,0,
blockav,https://icobench.com/ico/blockav/,2.1,2.1,0,0,0,2018-01-15 - 2018-02-14
bloomzed,https://icobench.com/ico/bloomzed/,2.1,2.1,0,0,0,2018-01-17 - 2018-02-17
concertvr,https://icobench.com/ico/concertvr/,2.1,2.1,0,0,0,2018-02-15 - 2018-02-22
cryptomuseum,https://icobench.com/ico/cryptomuseum/,2.1,2.1,0,0,0,
dopamine,https://icobench.com/ico/dopamine/,2.1,2.1,2.0,2.0,2.0,
electron-world-money,https://icobench.com/ico/electron-world-money/,2.1,2.1,0,0,0,2018-01-28 - 2018-02-04
femaletoken,https://icobench.com/ico/femaletoken/,2.1,2.1,0,0,0,2018-01-01 - 2018-01-31
hashtoken,https://icobench.com/ico/hashtoken/,2.1,2.1,0,0,0,2018-01-03 - 2018-01-25
mobilecoin,https://icobench.com/ico/mobilecoin/,2.1,2.1,0,0,0,
ofid,https://icobench.com/ico/ofid/,2.1,2.1,0,0,0,
pentaxcoin,https://icobench.com/ico/pentaxcoin/,2.1,2.1,0,0,0,2017-12-28 - 2018-01-28
pentaxcoin,https://icobench.com/ico/pentaxcoin/,2.1,2.1,0,0,0,2017-12-28 - 2018-01-28
pingpong,https://icobench.com/ico/pingpong/,2.4,2.1,3.3,4.1,4.1,
pressco,https://icobench.com/ico/pressco/,2.4,2.1,4.0,4.0,3.0,
telex-ai,https://icobench.com/ico/telex-ai/,2.4,2.1,3.0,4.0,3.0,
tudorpay,https://icobench.com/ico/tudorpay/,2.1,2.1,0,0,0,2017-11-26 - 2018-02-15
vitavisor,https://icobench.com/ico/vitavisor/,1.9,2.1,1.0,1.0,1.0,2018-01-10 - 2018-01-31
biofactorycoin,https://icobench.com/ico/biofactorycoin/,2.2,2.0,3.0,3.0,3.0,2017-12-07 - 2018-02-21
cardstack,https://icobench.com/ico/cardstack/,2.4,2.0,4.1,3.7,4.1,
datavlt,https://icobench.com/ico/datavlt/,2.0,2.0,0,0,0,
eco-nan,https://icobench.com/ico/eco-nan/,2.0,2.0,0,0,0,2017-12-01 - 2018-01-24
evacoin,https://icobench.com/ico/evacoin/,2.0,2.0,0,0,0,
evitan,https://icobench.com/ico/evitan/,2.0,2.0,0,0,0,2018-01-05 - 2018-02-05
eygex,https://icobench.com/ico/eygex/,2.0,2.0,0,0,0,2018-02-01 - 2018-02-14
futereum,https://icobench.com/ico/futereum/,2.0,2.0,0,0,0,
hush,https://icobench.com/ico/hush/,1.8,2.0,1.6,1.6,1.6,2018-01-01 - 2018-01-23
lotus,https://icobench.com/ico/lotus/,2.1,2.0,3.0,2.0,3.0,2018-01-10 - 2018-01-24
mymazzu,https://icobench.com/ico/mymazzu/,2.0,2.0,0,0,0,
s-coin,https://icobench.com/ico/s-coin/,2.0,2.0,0,0,0,2017-12-08 - 2018-01-21
swisstok,https://icobench.com/ico/swisstok/,2.0,2.0,0,0,0,2018-02-26 - 2018-03-25
wha-project,https://icobench.com/ico/wha-project/,2.4,2.0,2.9,3.8,2.8,
white-crypto-city,https://icobench.com/ico/white-crypto-city/,2.1,2.0,2.0,2.4,2.0,2017-11-27 - 2018-02-02
world-peace-coin,https://icobench.com/ico/world-peace-coin/,1.8,2.0,2.0,1.3,1.3,
aibb,https://icobench.com/ico/aibb/,1.9,1.9,0,0,0,
appay,https://icobench.com/ico/appay/,1.9,1.9,0,0,0,2017-12-01 - 2018-01-30
brat,https://icobench.com/ico/brat/,1.9,1.9,0,0,0,
callback-plus,https://icobench.com/ico/callback-plus/,1.9,1.9,0,0,0,2018-03-01 - 2018-03-31
cryptectum,https://icobench.com/ico/cryptectum/,1.9,1.9,0,0,0,2018-02-18 - 2018-03-18
destineed,https://icobench.com/ico/destineed/,1.9,1.9,2.0,3.0,1.0,
ethace,https://icobench.com/ico/ethace/,2.4,1.9,2.9,4.2,3.2,2017-12-23 - 2018-01-22
feast-coin,https://icobench.com/ico/feast-coin/,1.9,1.9,0,0,0,2018-01-14 - 2018-03-14
gamity,https://icobench.com/ico/gamity/,1.9,1.9,0,0,0,
iziing,https://icobench.com/ico/iziing/,1.9,1.9,0,0,0,
lelecoin,https://icobench.com/ico/lelecoin/,1.9,1.9,0,0,0,2017-11-28 - 2018-03-28
moover,https://icobench.com/ico/moover/,1.9,1.9,0,0,0,2017-12-01 - 2018-04-20
nedviga,https://icobench.com/ico/nedviga/,1.8,1.9,2.0,1.0,1.0,2018-03-01 - 2018-03-31
radjav,https://icobench.com/ico/radjav/,1.9,1.9,0,0,0,
reorder,https://icobench.com/ico/reorder/,1.8,1.9,1.9,1.9,1.0,
starmine,https://icobench.com/ico/starmine/,1.9,1.9,0,0,0,
startaround,https://icobench.com/ico/startaround/,1.9,1.9,0,0,0,2017-12-20 - 2018-01-20
sun-fund,https://icobench.com/ico/sun-fund/,1.9,1.9,3.0,1.0,2.0,2017-11-17 - 2018-02-17
torq,https://icobench.com/ico/torq/,1.9,1.9,0,0,0,2017-12-25 - 2018-01-31
unicoin,https://icobench.com/ico/unicoin/,1.9,1.9,0,0,0,
validcoin,https://icobench.com/ico/validcoin/,1.9,1.9,0,0,0,2018-01-20 - 2018-01-26
vega,https://icobench.com/ico/vega/,2.1,1.9,2.5,2.5,2.0,
anonymous-service-chain,https://icobench.com/ico/anonymous-service-chain/,1.8,1.8,0,0,0,2017-12-01 - 2018-01-31
corusblock,https://icobench.com/ico/corusblock/,1.6,1.8,1.0,1.0,1.0,2018-02-01 - 2018-03-01
etardis,https://icobench.com/ico/etardis/,1.8,1.8,0,0,0,
garnet,https://icobench.com/ico/garnet/,1.8,1.8,0,0,0,2017-10-25 - 2018-06-25
globo,https://icobench.com/ico/globo/,2.0,1.8,4.0,3.0,2.0,2017-12-12 - 2018-01-29
homecoin,https://icobench.com/ico/homecoin/,1.6,1.8,1.0,1.0,1.0,
jwc-ventures,https://icobench.com/ico/jwc-ventures/,1.8,1.8,0,0,0,2018-01-23 - 2018-02-11
medis,https://icobench.com/ico/medis/,1.8,1.8,0,0,0,2017-12-01 - 2018-06-01
platinum-token-club,https://icobench.com/ico/platinum-token-club/,1.8,1.8,0,0,0,
universal-brand,https://icobench.com/ico/universal-brand/,1.8,1.8,0,0,0,2017-12-01 - 2018-02-14
xinfin-foundation,https://icobench.com/ico/xinfin-foundation/,1.8,1.8,0,0,0,
bithub,https://icobench.com/ico/bithub/,1.6,1.6,0,0,0,2018-01-10 - 2018-02-10
chrysos,https://icobench.com/ico/chrysos/,1.6,1.6,0,0,0,2017-12-27 - 2018-01-26
future-coin-light,https://icobench.com/ico/future-coin-light/,1.6,1.6,0,0,0,2018-03-05 - 2018-04-09
lytictail,https://icobench.com/ico/lytictail/,1.5,1.6,1.0,2.0,1.0,2018-01-01 - 2018-03-01
magnum-link,https://icobench.com/ico/magnum-link/,1.6,1.6,0,0,0,
mdcn,https://icobench.com/ico/mdcn/,1.6,1.6,0,0,0,2018-01-01 - 2018-03-01
novex,https://icobench.com/ico/novex/,1.6,1.6,0,0,0,
peerplays,https://icobench.com/ico/peerplays/,1.6,1.6,0,0,0,
rank,https://icobench.com/ico/rank/,1.6,1.6,0,0,0,2018-01-01 - 2018-02-15
sportience,https://icobench.com/ico/sportience/,1.6,1.6,0,0,0,
talenter,https://icobench.com/ico/talenter/,1.6,1.6,0,0,0,2018-02-15 - 2018-04-06
triumland,https://icobench.com/ico/triumland/,1.6,1.6,0,0,0,2018-01-01 - 2018-01-31
truebit,https://icobench.com/ico/truebit/,1.9,1.6,4.0,3.0,2.0,
verdict,https://icobench.com/ico/verdict/,1.6,1.6,0,0,0,
viccoin,https://icobench.com/ico/viccoin/,1.6,1.6,0,0,0,
allend,https://icobench.com/ico/allend/,1.5,1.5,0,0,0,2017-12-15 - 2018-01-25
blockfollow,https://icobench.com/ico/blockfollow/,1.5,1.5,0,0,0,2018-02-24 - 2018-03-10
consulteth,https://icobench.com/ico/consulteth/,1.5,1.5,0,0,0,
cryptonod,https://icobench.com/ico/cryptonod/,1.3,1.5,1.0,1.0,1.0,2018-01-11 - 2018-02-25
ethereum-sweepstakes,https://icobench.com/ico/ethereum-sweepstakes/,1.5,1.5,0,0,0,2017-12-22 - 2018-12-31
helveticoin,https://icobench.com/ico/helveticoin/,1.4,1.4,0,0,0,2018-02-12 - 2018-02-19
mratoken,https://icobench.com/ico/mratoken/,1.5,1.5,0,0,0,2017-12-01 - 2018-02-15
myoddz,https://icobench.com/ico/myoddz/,1.5,1.5,0,0,0,2018-02-12 - 2018-03-12
pave,https://icobench.com/ico/pave/,1.5,1.5,0,0,0,
raacoin,https://icobench.com/ico/raacoin/,1.5,1.5,0,0,0,
royal-capital,https://icobench.com/ico/royal-capital/,1.5,1.5,0,0,0,
skyeproperties,https://icobench.com/ico/skyeproperties/,1.5,1.5,0,0,0,
aether-united,https://icobench.com/ico/aether-united/,1.4,1.4,0,0,0,
bbiller,https://icobench.com/ico/bbiller/,1.4,1.4,0,0,0,
bitlab,https://icobench.com/ico/bitlab/,1.4,1.4,0,0,0,
bitsoko,https://icobench.com/ico/bitsoko/,1.4,1.4,0,0,0,2017-12-01 - 2018-05-01
cryptodruid,https://icobench.com/ico/cryptodruid/,1.4,1.4,0,0,0,2017-12-08 - 2018-02-01
dibbs,https://icobench.com/ico/dibbs/,1.4,1.4,0,0,0,2017-12-01 - 2018-02-15
first-token-asia,https://icobench.com/ico/first-token-asia/,1.2,1.4,1.0,1.0,1.0,2017-11-26 - 2018-01-21
gamex,https://icobench.com/ico/gamex/,1.4,1.4,0,0,0,2018-01-06 - 2018-01-27
genevieve-gx,https://icobench.com/ico/genevieve-gx/,1.4,1.4,0,0,0,2018-01-20 - 2018-02-25
lucisdollar,https://icobench.com/ico/lucisdollar/,1.4,1.4,0,0,0,2017-12-15 - 2018-01-27
prizm,https://icobench.com/ico/prizm/,1.6,1.4,1.0,5.0,2.0,
propthereum,https://icobench.com/ico/propthereum/,1.4,1.4,0,0,0,
thundercoin,https://icobench.com/ico/thundercoin/,1.4,1.4,0,0,0,2018-01-22 - 2018-02-18
wcx,https://icobench.com/ico/wcx/,1.4,1.4,0,0,0,
altowl,https://icobench.com/ico/altowl/,1.3,1.3,0,0,0,2017-12-07 - 2018-02-01
blockchain-traded-fund,https://icobench.com/ico/blockchain-traded-fund/,1.3,1.3,0,0,0,2017-12-01 - 2018-07-01
copico,https://icobench.com/ico/copico/,1.3,1.3,0,0,0,
easyfast,https://icobench.com/ico/easyfast/,1.9,1.3,3.4,3.4,3.4,
idea-jump,https://icobench.com/ico/idea-jump/,1.3,1.3,0,0,0,2017-12-01 - 2018-04-30
acme-network,https://icobench.com/ico/acme-network/,1.1,1.1,0,0,0,2018-01-15 - 2018-02-28
uber-food,https://icobench.com/ico/uber-food/,1.3,1.1,1.6,1.6,1.6,
achievecoin,https://icobench.com/ico/achievecoin/,1.0,1.0,0,0,0,2018-01-14 - 2018-02-14
addocoin,https://icobench.com/ico/addocoin/,1.0,1.0,0,0,0,
bittix,https://icobench.com/ico/bittix/,1.0,1.0,0,0,0,2018-03-15 - 2018-04-15
dawq,https://icobench.com/ico/dawq/,1.2,1.0,2.0,2.0,2.0,
embleema,https://icobench.com/ico/embleema/,1.0,1.0,0,0,0,
fortunetoken,https://icobench.com/ico/fortunetoken/,1.0,1.0,0,0,0,
bitmag,https://icobench.com/ico/bitmag/,0.9,0.9,0,0,0,
cfrs,https://icobench.com/ico/cfrs/,0.9,0.9,0,0,0,
codetract,https://icobench.com/ico/codetract/,0.9,0.9,0,0,0,
hivemind,https://icobench.com/ico/hivemind/,0.9,0.9,0,0,0,
metagame,https://icobench.com/ico/metagame/,0.9,0.9,0,0,0,
netcents,https://icobench.com/ico/netcents/,1.0,0.9,1.0,2.0,1.0,
gratuity,https://icobench.com/ico/gratuity/,0.8,0.8,0,0,0,
izac,https://icobench.com/ico/izac/,0.8,0.8,0,0,0,
crucoins,https://icobench.com/ico/crucoins/,0.8,0.6,1.0,1.0,1.6,
ic3-cubes,https://icobench.com/ico/ic3-cubes/,0.6,0.6,0,0,0,
credits-energy,https://icobench.com/ico/credits-energy/,0.8,0.5,1.0,1.0,1.0,
tourcoin,https://icobench.com/ico/tourcoin/,0.5,0.5,0,0,0,
aeropoisk,https://icobench.com/ico/aeropoisk/,0.4,0.4,0,0,0,
unibit,https://icobench.com/ico/unibit/,1.0,0.4,1.6,2.0,1.6,
covalent-coin,https://icobench.com/ico/covalent-coin/,0.9,0.3,5.0,5.0,4.0,
dimensions-network,https://icobench.com/ico/dimensions-network/,1.2,0.3,3.0,2.5,2.5,
exmr,https://icobench.com/ico/exmr/,0.4,0.3,1.0,1.0,1.0,
git-money,https://icobench.com/ico/git-money/,0.6,0.1,1.2,1.6,1.1,
bitnatura,https://icobench.com/ico/bitnatura/,0.8,0.0,2.0,2.5,2.0,
charitize-click,https://icobench.com/ico/charitize-click/,1.2,0.0,3.1,4.4,3.4,
inkchain,https://icobench.com/ico/inkchain/,0.5,0.0,1.0,1.0,1.0,
mfv,https://icobench.com/ico/mfv/,1.8,0.0,3.1,4.4,4.1,
ambrosus,https://icobench.com/ico/ambrosus/,3.8,5.0,3.6,3.0,2.6,
appcoins,https://icobench.com/ico/appcoins/,4.0,5.0,4.1,3.9,3.3,
atlant,https://icobench.com/ico/atlant/,4.4,5.0,4.3,4.2,3.8,
gladius,https://icobench.com/ico/gladius/,4.2,5.0,4.2,4.3,3.7,
hedge,https://icobench.com/ico/hedge/,4.8,5.0,4.0,4.0,4.0,
latoken,https://icobench.com/ico/latoken/,4.4,5.0,4.3,4.2,3.9,
sportyfi,https://icobench.com/ico/sportyfi/,4.1,5.0,4.1,3.6,3.0,
bankex,https://icobench.com/ico/bankex/,4.0,4.9,4.1,3.7,3.5,
crowdholding,https://icobench.com/ico/crowdholding/,3.4,4.9,3.6,3.0,2.6,
dmarket,https://icobench.com/ico/dmarket/,4.2,4.9,4.1,4.3,3.6,
domraider,https://icobench.com/ico/domraider/,4.2,4.9,3.4,4.2,3.7,
ethlend,https://icobench.com/ico/ethlend/,4.4,4.9,4.2,4.4,4.1,
ezpos,https://icobench.com/ico/ezpos/,4.4,4.9,4.3,4.5,4.1,
ins,https://icobench.com/ico/ins/,4.0,4.9,4.4,3.9,3.4,
naga,https://icobench.com/ico/naga/,4.1,4.9,4.4,3.5,3.6,
origintrail,https://icobench.com/ico/origintrail/,3.7,4.9,3.9,3.6,2.8,
power-ledger,https://icobench.com/ico/power-ledger/,4.1,4.9,3.0,3.0,3.0,
simple-token,https://icobench.com/ico/simple-token/,3.9,4.9,3.4,2.7,2.3,
tenx,https://icobench.com/ico/tenx/,4.3,4.9,3.4,3.6,2.8,
tokenbox,https://icobench.com/ico/tokenbox/,4.2,4.9,3.0,3.6,3.0,
viberate,https://icobench.com/ico/viberate/,4.5,4.9,4.6,4.1,4.1,
aeron,https://icobench.com/ico/aeron/,4.0,4.8,3.7,4.2,3.3,
auctus,https://icobench.com/ico/auctus/,4.0,4.8,3.7,3.7,3.0,
