rank,name,link,symbol,website,chat
467,The ChampCoin,https://coinmarketcap.com/currencies/the-champcoin/,TCC,http://thechampcoin.com/,
468,Internxt,https://coinmarketcap.com/currencies/internxt/,INXT,https://internxt.io/,
469,BitcoinZ,https://coinmarketcap.com/currencies/bitcoinz/,BTCZ,"https://bitcoinz.global/ , https://github.com/bitcoinz-pod/bitcoinz","https://t.me/joinchat/CDzlaRGMvBm4P2Z76sNclQ , https://discordapp.com/invite/u3dkbFs"
470,Bowhead,https://coinmarketcap.com/currencies/bowhead/,AHT,https://bowheadhealth.com,
471,DCORP,https://coinmarketcap.com/currencies/dcorp/,DRP,https://www.dcorp.it/,https://t.me/joinchat/ErLl70MDUkz_ip7HsxXjGA
472,Carboncoin,https://coinmarketcap.com/currencies/carboncoin/,CARBON,http://carboncoin.cc,
473,Zeitcoin,https://coinmarketcap.com/currencies/zeitcoin/,ZEIT,http://www.zeit-coin.net,
474,NobleCoin,https://coinmarketcap.com/currencies/noblecoin/,NOBL,"https://www.noblemovement.com , https://www.noblecoin.io/",
475,ZrCoin,https://coinmarketcap.com/currencies/zrcoin/,ZRC,https://zrcoin.io/,https://t.me/joinchat/AAAAAEDj28WzzuNh5j6tVg
476,Startcoin,https://coinmarketcap.com/currencies/startcoin/,START,https://startcoin.org/,
477,DNotes,https://coinmarketcap.com/currencies/dnotes/,NOTE,http://dnotescoin.com/,
478,Sexcoin,https://coinmarketcap.com/currencies/sexcoin/,SXC,http://www.sexcoin.info/,
479,Hubii Network,https://coinmarketcap.com/currencies/hubii-network/,HBT,https://www.hubii.network/,"https://t.me/hubiinetwork , https://discord.gg/Nt35Qzt"
480,Privatix,https://coinmarketcap.com/currencies/privatix/,PRIX,https://privatix.io/,https://t.me/Privatix
481,2GIVE,https://coinmarketcap.com/currencies/2give/,2GIVE,https://2give.info/,
482,Astro,https://coinmarketcap.com/currencies/astro/,ASTRO,https://astronaut.capital/,https://t.me/astroico
483,Ellaism,https://coinmarketcap.com/currencies/ellaism/,ELLA,"https://ellaism.org/ , https://ellaism.io/","https://discord.gg/MzQByB7 , https://t.me/ellaismcoin"
484,Indorse Token,https://coinmarketcap.com/currencies/indorse-token/,IND,https://indorse.io/,
485,Adelphoi,https://coinmarketcap.com/currencies/adelphoi/,ADL,https://www.adelphoi.io/,"https://t.me/Adelphoi , https://adel-signup.herokuapp.com/"
486,UFO Coin,https://coinmarketcap.com/currencies/ufo-coin/,UFO,https://ufocoin.net/,https://t.me/UFOCoin
487,Ixcoin,https://coinmarketcap.com/currencies/ixcoin/,IXC,https://www.ixcoin.net/,
488,APX,https://coinmarketcap.com/currencies/apx/,APX,https://apxv.org/,https://t.me/apxventures
489,Bitcloud,https://coinmarketcap.com/currencies/bitcloud/,BTDX,https://bit-cloud.info/,https://t.me/joinchat/B-3sT0NDiALPTtDEU_qp5A
490,Project Decorum,https://coinmarketcap.com/currencies/project-decorum/,PDC,http://www.project-decorum.com/,
491,ExclusiveCoin,https://coinmarketcap.com/currencies/exclusivecoin/,EXCL,http://exclusivecoin.pw,https://excl-invite.herokuapp.com/
492,HollyWoodCoin,https://coinmarketcap.com/currencies/hollywoodcoin/,HWC,http://hollywoodcoin.us/,https://t.me/hollywoodcoin
493,Crave,https://coinmarketcap.com/currencies/crave/,CRAVE,http://www.craveproject.net/,"https://t.me/craveproject , https://discord.gg/AY6S66E"
494,Masternodecoin,https://coinmarketcap.com/currencies/masternodecoin/,MTNC,http://www.masternodecoin.org/,
495,REAL,https://coinmarketcap.com/currencies/real/,REAL,https://www.real.markets/,
496,Ethereum Cash,https://coinmarketcap.com/currencies/ethereumcash/,ECASH,https://www.ethereumcash.technology/,
497,VIVO,https://coinmarketcap.com/currencies/vivo/,VIVO,https://www.vivocrypto.com/,"https://t.me/VIVOcoin , https://discord.gg/vXfEEWH"
498,NuBits,https://coinmarketcap.com/currencies/nubits/,USNBT,https://www.nubits.com,https://chat.nubits.com/
499,Quark,https://coinmarketcap.com/currencies/quark/,QRK,http://www.qrknet.info/,
500,Qvolta,https://coinmarketcap.com/currencies/qvolta/,QVT,https://qvolta.com/,https://t.me/qvolta
501,TrustPlus,https://coinmarketcap.com/currencies/trustplus/,TRUST,http://trustplus.co,
502,Farad,https://coinmarketcap.com/currencies/farad/,FRD,https://farad.energy/,https://t.me/joinchat/E5ORhEN6T6yqaAk8aKJkRQ
503,Pure,https://coinmarketcap.com/currencies/pure/,PURE,https://purealt.org/,
504,CHIPS,https://coinmarketcap.com/currencies/chips/,CHIPS,,
505,BitBoost,https://coinmarketcap.com/currencies/bitboost/,BBT,http://www.bitboost.net/,"https://t.me/BitBoostint , https://bitboost.slack.com/"
506,PRIZM,https://coinmarketcap.com/currencies/prizm/,PZM,http://en.prizm.club/,https://t.me/PRIZMclub
507,Linx,https://coinmarketcap.com/currencies/linx/,LINX,https://mylinx.io/,
508,EuropeCoin,https://coinmarketcap.com/currencies/europecoin/,ERC,https://www.europecoin.eu.org,
509,ParkByte,https://coinmarketcap.com/currencies/parkbyte/,PKB,http://www.parkbyte.com/,
510,HunterCoin,https://coinmarketcap.com/currencies/huntercoin/,HUC,http://huntercoin.org/,
511,ELTCOIN,https://coinmarketcap.com/currencies/eltcoin/,ELTCOIN,https://www.eltcoin.tech/,"https://t.me/ELTCOIN , https://discord.gg/PHZUccd"
512,Zephyr,https://coinmarketcap.com/currencies/zephyr/,ZEPH,https://zephyr.bitspark.io/,"https://t.me/joinchat/BQS59kQMk8bL74vR8NkhMg , https://discordapp.com/invite/frprsnJ"
513,Dynamic,https://coinmarketcap.com/currencies/dynamic/,DYN,https://duality.solutions/,
514,vTorrent,https://coinmarketcap.com/currencies/vtorrent/,VTR,http://vtorrent.info/,
515,E-Dinar Coin,https://coinmarketcap.com/currencies/e-dinar-coin/,EDR,https://edinarcoin.com/,https://telegram.me/EdinarCoincrypto
516,Eroscoin,https://coinmarketcap.com/currencies/eroscoin/,ERO,https://eroscoin.org/,https://t.me/eroscoinplatform
517,XGOX,https://coinmarketcap.com/currencies/xgox/,XGOX,http://xgox.rocks/,"https://t.me/xgoxcoin , https://discord.gg/rpxbpqS"
518,EquiTrader,https://coinmarketcap.com/currencies/equitrader/,EQT,http://www.equitrader.co/,https://t.me/Equi_Trader
519,Tokes,https://coinmarketcap.com/currencies/tokes/,TKS,https://tokesplatform.org/,https://tokes-slack.herokuapp.com/
520,DigiPulse,https://coinmarketcap.com/currencies/digipulse/,DGPT,"https://www.digipulse.io/ , https://scrypto.io/",https://t.me/digipulse_official
521,vSlice,https://coinmarketcap.com/currencies/vslice/,VSL,http://www.vslice.io/,
522,bitJob,https://coinmarketcap.com/currencies/student-coin/,STU,https://bitjob.io/,"https://t.me/bitjob , https://weixin.qq.com/g/AjPEZ_jxP0UO3wWg"
523,PutinCoin,https://coinmarketcap.com/currencies/putincoin/,PUT,"https://putincoin.org , https://putincoin.info/",https://putincoin.org/chat.html
524,Embers,https://coinmarketcap.com/currencies/embers/,MBRS,https://embermine.com/,https://t.me/embermine
525,Anoncoin,https://coinmarketcap.com/currencies/anoncoin/,ANC,https://anoncoin.net/,
526,EverGreenCoin,https://coinmarketcap.com/currencies/evergreencoin/,EGC,http://evergreencoin.org/,
527,PopularCoin,https://coinmarketcap.com/currencies/popularcoin/,POP,https://www.popularcoin.com/,
528,Condensate,https://coinmarketcap.com/currencies/condensate/,RAIN,http://condensate.co,
529,Magi,https://coinmarketcap.com/currencies/magi/,XMG,http://coinmagi.org/,https://m-pays.slack.com/
530,STRAKS,https://coinmarketcap.com/currencies/straks/,STAK,https://www.straks.io/,https://discord.gg/5gzvadZ
531,WorldCoin,https://coinmarketcap.com/currencies/worldcoin/,WDC,http://worldcoin.global/,
532,Goodomy,https://coinmarketcap.com/currencies/goodomy/,GOOD,http://goodomy.com/,https://t.me/Goodomy_community
533,LuckChain,https://coinmarketcap.com/currencies/luckchain/,BASH,http://luckchain.org/,
534,Unify,https://coinmarketcap.com/currencies/unify/,UNIFY,http://www.unify.today/,"https://t.me/joinchat/GaJPt0Ls6GxPhCTPXS3a4w , https://discordapp.com/channels/347900830696996865/347902048316162050"
535,InsaneCoin,https://coinmarketcap.com/currencies/insanecoin-insn/,INSN,http://www.insanecoin.com,https://telegram.me/joinchat/EC_Y1UCga8SkXEBnMV8jew
536,Regalcoin,https://coinmarketcap.com/currencies/regalcoin/,REC,https://regalcoin.co/,
537,ProCurrency,https://coinmarketcap.com/currencies/procurrency/,PROC,https://www.procommerce.io/,
538,Moin,https://coinmarketcap.com/currencies/moin/,MOIN,https://discovermoin.com/,
539,Terracoin,https://coinmarketcap.com/currencies/terracoin/,TRC,http://www.terracoin.info/,https://t.me/terracoin
540,CryptoPing,https://coinmarketcap.com/currencies/cryptoping/,PING,https://cryptoping.tech/,https://discordapp.com/invite/s4f7JHA
541,ArcticCoin,https://coinmarketcap.com/currencies/arcticcoin/,ARC,https://arcticcoin.org/,
542,FORCE,https://coinmarketcap.com/currencies/force/,FOR,https://forcecoin.io/,http://chat.forcecoin.io/
543,CarTaxi Token,https://coinmarketcap.com/currencies/cartaxi-token/,CTX,https://cartaxi.io/,https://t.me/cartaxi_io
544,e-Gulden,https://coinmarketcap.com/currencies/e-gulden/,EFL,http://www.e-gulden.org,
545,CampusCoin,https://coinmarketcap.com/currencies/campuscoin/,CMPCO,https://www.campuscoinproject.org/,https://discord.gg/yEFZ9R3
546,FLiK,https://coinmarketcap.com/currencies/flik/,FLIK,http://www.theflik.io/,
547,Dinastycoin,https://coinmarketcap.com/currencies/dinastycoin/,DCY,http://www.dinastycoin.com/,
548,eBitcoin,https://coinmarketcap.com/currencies/ebtcnew/,EBTC,https://ebitcoin.org/,https://t.me/ComTrust/
549,Ethbits,https://coinmarketcap.com/currencies/ethbits/,ETBS,https://www.ethbits.com/,https://t.me/ETBS_Official
550,Karbo,https://coinmarketcap.com/currencies/karbowanec/,KRB,"http://karbowanec.com/ , https://karbo.io/",
551,Greencoin,https://coinmarketcap.com/currencies/greencoin/,GRE,http://www.grcoin.com/,
552,SmartBillions,https://coinmarketcap.com/currencies/smartbillions/,SMART,https://smartbillions.com/,"https://t.me/SmartBillionsGroup , https://smartbillions.slack.com/"
553,Halcyon,https://coinmarketcap.com/currencies/halcyon/,HAL,http://halcyon.top/,
554,IncaKoin,https://coinmarketcap.com/currencies/incakoin/,NKA,http://incakoin.info/,
555,MarteXcoin,https://coinmarketcap.com/currencies/martexcoin/,MXT,http://martexcoin.org/,https://t.me/martexcoin
556,DigitalPrice,https://coinmarketcap.com/currencies/digitalprice/,DP,"http://digitalprice.org/ , https://scrypto.io/",https://digitalprice-team.slack.com/join/shared_invite/enQtMjUxODUxMjA3Njk3LTk2NjZlMTk0ZWQ3ODQ2ZDE3Y2VlMjY5MDdkY2FhYTIzMTVlYWFkZWNkMTkyZTBhODJkY2E0NTdhZWQzM2Y5NGE
557,BlueCoin,https://coinmarketcap.com/currencies/bluecoin/,BLU,http://www.bluecoin.io/,https://t.me/joinchat/CB8D9A8jicz78p02QWTI6w
558,Hawala.Today,https://coinmarketcap.com/currencies/hawala-today/,HAT,https://hawala.today/,https://t.me/hawala_chat
559,Adzcoin,https://coinmarketcap.com/currencies/adzcoin/,ADZ,https://adzcoin.org/,
560,Gimli,https://coinmarketcap.com/currencies/gimli/,GIM,https://gimli.io/,"https://t.me/thegimliproject , https://discordapp.com/invite/YCx3Fu7"
561,Footy Cash,https://coinmarketcap.com/currencies/footy-cash/,XFT,"http://footycash.com/ , http://beta.footycash.com/",
562,Primalbase Token,https://coinmarketcap.com/currencies/primalbase/,PBT,https://primalbase.com/,https://t.me/joinchat/AAAAAELBNMavaVUQvMRffQ
563,Denarius,https://coinmarketcap.com/currencies/denarius-dnr/,DNR,https://denarius.io/,https://discord.gg/mDTM3JN
564,FujiCoin,https://coinmarketcap.com/currencies/fujicoin/,FJC,http://www.fujicoin.org/,
565,MCAP,https://coinmarketcap.com/currencies/mcap/,MCAP,"https://bitcoingrowthfund.com/mcap , https://www.mcaplabs.com/",
566,Starta,https://coinmarketcap.com/currencies/starta/,STA,https://startaico.com/,https://t.me/starta_ico
567,TheGCCcoin,https://coinmarketcap.com/currencies/thegcccoin/,GCC,https://www.thegcccoin.com/,
568,Yocoin,https://coinmarketcap.com/currencies/yocoin/,YOC,http://www.yocoin.org/,
569,LeviarCoin,https://coinmarketcap.com/currencies/leviarcoin/,XLC,https://leviarcoin.org/,https://t.me/leviarcoinofficial
570,Copico,https://coinmarketcap.com/currencies/copico/,XCPO,http://www.copico.io/,"https://t.me/CopicoOfficial , https://discord.gg/xFuASE5"
571,LiteDoge,https://coinmarketcap.com/currencies/litedoge/,LDOGE,"http://www.ldoge.tech/ , http://ldoge.info/",
572,ERC20,https://coinmarketcap.com/currencies/erc20/,ERC20,http://erc20.space/,https://t.me/erc20coin
573,Renos,https://coinmarketcap.com/currencies/renos/,RNS,https://renoscoin.com/,
574,NEVERDIE,https://coinmarketcap.com/currencies/neverdie/,NDC,https://neverdie.com/,https://discord.gg/tQdwYkc
575,NetCoin,https://coinmarketcap.com/currencies/netcoin/,NET,http://netcoin.io,https://discord.gg/RCh3xsp
576,Interstellar Holdings,https://coinmarketcap.com/currencies/interstellar-holdings/,HOLD,https://www.interstellarcoin.com/,https://discord.gg/aMbYC3y
577,Legends Room,https://coinmarketcap.com/currencies/legends-room/,LGD,https://www.legendsroom.vegas/,
578,Jetcoin,https://coinmarketcap.com/currencies/jetcoin/,JET,http://www.jetcoininstitute.com/,
579,Cryptonite,https://coinmarketcap.com/currencies/cryptonite/,XCN,http://cryptonite.info,
580,Crypto Bullion,https://coinmarketcap.com/currencies/cryptogenic-bullion/,CBX,http://cryptobullion.io/,https://t.me/joinchat/FkBLVEimXQscVn1cetdd4g
581,Emphy,https://coinmarketcap.com/currencies/emphy/,EPY,https://emphy.io/,"https://t.me/joinchat/HCXRaUMf41kmp6jtG1qxxg , https://emphyofficial.slack.com/"
582,FuelCoin,https://coinmarketcap.com/currencies/fuelcoin/,FC2,http://www.fuelcoin.org/,
583,Bitradio,https://coinmarketcap.com/currencies/bitradio/,BRO,http://www.bitrad.io/,https://telegram.me/bitradio
584,iEthereum,https://coinmarketcap.com/currencies/iethereum/,IETH,http://iethereum.trade/,http://t.me/joinchat/GHsFXg8gMQkTIBUPArpo1g
585,Desire,https://coinmarketcap.com/currencies/desire/,DSR,http://www.desire-crypto.com/,https://discord.gg/wrk9uHB
586,DraftCoin,https://coinmarketcap.com/currencies/draftcoin/,DFT,http://btcdraft.com/,https://t.me/btcdraftcoins
587,Canada eCoin,https://coinmarketcap.com/currencies/canada-ecoin/,CDN,http://www.canadaecoin.ca/,
588,Bytecent,https://coinmarketcap.com/currencies/bytecent/,BYC,http://bytecent.com,
589,Version,https://coinmarketcap.com/currencies/version/,V,http://version2.org/,
590,Confido,https://coinmarketcap.com/currencies/confido/,CFD,"http://confido.io/ , https://medium.com/@Confido.io",https://t.me/joinchat/GB_OvkRMT0F4YkU-nz4y-g
591,KiloCoin,https://coinmarketcap.com/currencies/kilocoin/,KLC,http://kilocoin.com/,
592,Intelligent Trading Tech,https://coinmarketcap.com/currencies/intelligent-trading-tech/,ITT,http://intelligenttrading.org/,"https://t.me/intelligenttrading , https://weixin.qq.com/g/AYStjdxwNMUtFIU5"
593,Scorecoin,https://coinmarketcap.com/currencies/scorecoin/,SCORE,http://scorecoin.net/,
594,AurumCoin,https://coinmarketcap.com/currencies/aurumcoin/,AU,"http://www.aurumcoin.com/ , http://www.aurumcoin-au.com/",
595,Elementrem,https://coinmarketcap.com/currencies/elementrem/,ELE,http://www.elementrem.org/,
596,Ethereum Gold,https://coinmarketcap.com/currencies/ethereum-gold/,ETG,https://www.ethereumgold.info/,
597,CryptoForecast,https://coinmarketcap.com/currencies/cryptoforecast/,CFT,https://cryptoforecast.com/,https://t.me/CryptoForecastint
598,UnbreakableCoin,https://coinmarketcap.com/currencies/unbreakablecoin/,UNB,http://www.unbreakablecoin.com/,
599,MazaCoin,https://coinmarketcap.com/currencies/mazacoin/,MZC,http://www.mazacoin.org/,https://kiwiirc.com/client/chat.freenode.net/?nick=maza|?&theme=cli#maza
600,Abjcoin,https://coinmarketcap.com/currencies/abjcoin/,ABJ,https://www.abjcoin.org/,https://t.me/joinchat/GsIPTEPs0w9qTLNYZ_2IeQ
601,FundYourselfNow,https://coinmarketcap.com/currencies/fundyourselfnow/,FYN,https://www.fundyourselfnow.com/,https://t.me/fundyourselfnow
602,DFSCoin,https://coinmarketcap.com/currencies/dfscoin/,DFS,http://dfscoins.com/,"https://discord.gg/JY9awN4 , https://dfscoin.herokuapp.com/"
603,FlutterCoin,https://coinmarketcap.com/currencies/fluttercoin/,FLT,http://www.fluttercoin.me/,
604,Influxcoin,https://coinmarketcap.com/currencies/influxcoin/,INFX,http://influxcoin.xyz/,
605,Megacoin,https://coinmarketcap.com/currencies/megacoin/,MEC,https://www.megacoin.eu/,
606,Centurion,https://coinmarketcap.com/currencies/centurion/,CNT,http://www.centurionlab.org/,
607,Oceanlab,https://coinmarketcap.com/currencies/oceanlab/,OCL,https://www.oceanlab.eu/,
608,Unitus,https://coinmarketcap.com/currencies/unitus/,UIS,http://unitus.online,http://unitus.herokuapp.com/
609,BunnyCoin,https://coinmarketcap.com/currencies/bunnycoin/,BUN,http://bunnycoin.org/,
610,Etheriya,https://coinmarketcap.com/currencies/etheriya/,RIYA,http://etheriya.com/,
611,Kolion,https://coinmarketcap.com/currencies/kolion/,KLN,http://kolionovo.org/,
612,ICO OpenLedger,https://coinmarketcap.com/currencies/ico-openledger/,ICOO,https://icoo.io/,
613,Link Platform,https://coinmarketcap.com/currencies/link-platform/,LNK,https://ethereum.link/,
614,KekCoin,https://coinmarketcap.com/currencies/kekcoin/,KEK,http://kekcoin.co/,https://t.me/KekcoinOfficial
615,Miners' Reward Token,https://coinmarketcap.com/currencies/miners-reward-token/,MRT,http://wavescommunity.com/miners-reward-token/,
616,Bitcoin Scrypt,https://coinmarketcap.com/currencies/bitcoin-scrypt/,BTCS,http://theotherbitcoin.com,
617,Bata,https://coinmarketcap.com/currencies/bata/,BTA,http://www.bata.io/,"https://t.me/batacurrency , https://discordapp.com/invite/SM8jQTQ"
618,InflationCoin,https://coinmarketcap.com/currencies/inflationcoin/,IFLT,http://inflationcoin.org/,https://t.me/Inflationcoin
619,Orbitcoin,https://coinmarketcap.com/currencies/orbitcoin/,ORB,http://orbitcoin.org/,
620,Zennies,https://coinmarketcap.com/currencies/zennies/,ZENI,http://zeni.zone/,
621,Trollcoin,https://coinmarketcap.com/currencies/trollcoin/,TROLL,http://trollcoinbase.com,
622,QubitCoin,https://coinmarketcap.com/currencies/qubitcoin/,Q2C,https://qubitcoin.cc/,
623,Zero,https://coinmarketcap.com/currencies/zero/,ZER,http://zero.finance/,
624,Accelerator Network,https://coinmarketcap.com/currencies/accelerator-network/,ACC,https://accelerator.network/,"https://t.me/acc_token , http://slack.accelerator.network/"
625,Fastcoin,https://coinmarketcap.com/currencies/fastcoin/,FST,http://www.fastcoin.ca/,https://fastcoinchat.slack.com/join/shared_invite/MjIzNDI5MTM0Mzg4LTE1MDIxMzk3MzAtMDAzMzliMTMyOQ
626,Growers International,https://coinmarketcap.com/currencies/growers-international/,GRWI,http://growersintl.com/coin/,
627,BigUp,https://coinmarketcap.com/currencies/bigup/,BIGUP,http://bigup.club/,
628,CoinonatX,https://coinmarketcap.com/currencies/coinonatx/,XCXT,"http://coinonatx.com/ , https://community.coinonatx.io/",https://discord.gg/P9urZYT
629,Cream,https://coinmarketcap.com/currencies/cream/,CRM,https://creamcoin.com/,
630,Machinecoin,https://coinmarketcap.com/currencies/machinecoin/,MAC,http://www.machinecoin.org,
631,Dai,https://coinmarketcap.com/currencies/dai/,DAI,http://www.makerdao.com/,https://chat.makerdao.com/
632,TittieCoin,https://coinmarketcap.com/currencies/tittiecoin/,TTC,http://tittiecoin.com,
633,StarCredits,https://coinmarketcap.com/currencies/starcredits/,STRC,https://backto.earth/,
634,Authorship,https://coinmarketcap.com/currencies/authorship/,ATS,http://authorship.com/,
635,Visio,https://coinmarketcap.com/currencies/visio/,VISIO,http://www.visioplatform.com/,
636,DaxxCoin,https://coinmarketcap.com/currencies/daxxcoin/,DAXX,https://daxxcoin.org/,
637,HOdlcoin,https://coinmarketcap.com/currencies/hodlcoin/,HODL,http://hodlcoin.com,
638,Monster Byte,https://coinmarketcap.com/currencies/monster-byte/,MBI,https://monsterbyte.io/,
639,SagaCoin,https://coinmarketcap.com/currencies/sagacoin/,SAGA,https://sagacoin.net/,https://t.me/joinchat/HXGeqw7tcjDU9UcpRxf0Lg
640,Zetacoin,https://coinmarketcap.com/currencies/zetacoin/,ZET,http://www.zetac.org/,http://webchat.freenode.net/
641,TeslaCoin,https://coinmarketcap.com/currencies/teslacoin/,TES,http://tesla-coin.com/,
642,Piggycoin,https://coinmarketcap.com/currencies/piggycoin/,PIGGY,http://piggy-coin.com/,
643,PiplCoin,https://coinmarketcap.com/currencies/piplcoin/,PIPL,https://piplcoin.com/,
644,Tracto,https://coinmarketcap.com/currencies/tracto/,TRCT,http://www.tracto.org/,
645,CorgiCoin,https://coinmarketcap.com/currencies/corgicoin/,CORG,https://corgicoinproofofstake.wordpress.com/ ,https://kiwiirc.com/client/irc.freenode.org/##corgicoin
646,Nekonium,https://coinmarketcap.com/currencies/nekonium/,NUKO,https://nekonium.github.io/,https://discordapp.com/invite/C8mJg44
647,HitCoin,https://coinmarketcap.com/currencies/hitcoin/,HTC,http://hitcoininfo.com/,
648,Billionaire Token,https://coinmarketcap.com/currencies/billionaire-token/,XBL,https://billionairetoken.com/,
649,Netko,https://coinmarketcap.com/currencies/netko/,NETKO,http://netko.tech/,
650,Capricoin,https://coinmarketcap.com/currencies/capricoin/,CPC,http://capricoin.org/,
651,Minereum,https://coinmarketcap.com/currencies/minereum/,MNE,https://www.minereum.com/,https://t.me/MinereumToken
652,Ccore,https://coinmarketcap.com/currencies/ccore/,CCO,https://ccore.azureedge.net/,"https://t.me/ccore_io , https://t.me/ccore_news"
653,Bitpark Coin,https://coinmarketcap.com/currencies/bitpark-coin/,BPC,https://bitpark.net/,
654,Digitalcoin,https://coinmarketcap.com/currencies/digitalcoin/,DGC,"http://digitalcoin.co , https://digitalcoin.tech/",
655,SkinCoin,https://coinmarketcap.com/currencies/skincoin/,SKIN,https://skincoin.org/,https://telegram.me/skincoin
656,FuckToken,https://coinmarketcap.com/currencies/fucktoken/,FUCK,https://fucktoken.com/,https://t.me/FuckToken
657,MACRON,https://coinmarketcap.com/currencies/macron/,MCRN,,
658,Fantomcoin,https://coinmarketcap.com/currencies/fantomcoin/,FCN,http://fantomcoin.org/,
659,Ethereum Movie Venture,https://coinmarketcap.com/currencies/ethereum-movie-venture/,EMV,http://emovieventure.com/,
660,Kurrent,https://coinmarketcap.com/currencies/kurrent/,KURT,http://kurrentproject.com/,
661,Crystal Clear ,https://coinmarketcap.com/currencies/crystal-clear/,CCT,http://crystal-clear.io/,
662,EthBet,https://coinmarketcap.com/currencies/ethbet/,EBET,https://ethbet.io/,
663,StarCash Network,https://coinmarketcap.com/currencies/starcash-network/,STARS,http://starcash.co/,https://join.slack.com/t/starcashnetwork/shared_invite/MjI4MzkyNDE1MDkzLTE1MDMwMDczNDMtMThlNjFiZjMyZQ
664,Guncoin,https://coinmarketcap.com/currencies/guncoin/,GUN,http://www.guncoin.info/,
665,LanaCoin,https://coinmarketcap.com/currencies/lanacoin/,LANA,https://lanacoin.com/,
666,BitBar,https://coinmarketcap.com/currencies/bitbar/,BTB,http://bitbar.co/,
667,Kobocoin,https://coinmarketcap.com/currencies/kobocoin/,KOBO,http://kobocoin.com,
668,TrumpCoin,https://coinmarketcap.com/currencies/trumpcoin/,TRUMP,http://www.trumpcoin.com,
669,SmileyCoin,https://coinmarketcap.com/currencies/smileycoin/,SMLY,http://tutor-web.info,
670,Nyancoin,https://coinmarketcap.com/currencies/nyancoin/,NYAN,https://www.nyancoin.info/,
671,Chronos,https://coinmarketcap.com/currencies/chronos/,CRX,http://chronos-coin.com/,
672,Octanox,https://coinmarketcap.com/currencies/octanox/,OTX,https://octanox.org/,https://t.me/joinchat/D56R00Hi-wyipBdrd7uNpw
673,AmsterdamCoin,https://coinmarketcap.com/currencies/amsterdamcoin/,AMS,http://amsterdamcoin.com/,
674,Sugar Exchange,https://coinmarketcap.com/currencies/sugar-exchange/,SGR,http://sugarexchange.io/,https://t.me/joinchat/GCd1KBFberV538lleS0kZQ
675,Zlancer,https://coinmarketcap.com/currencies/zcash-gold/,ZCG,"http://zlancer.net/ , http://zcashgold.net/",https://t.me/joinchat/Gy7OKkP5__4Xy-eWsEldRQ
676,Woodcoin,https://coinmarketcap.com/currencies/woodcoin/,LOG,http://woodcoin.org/,
677,I0Coin,https://coinmarketcap.com/currencies/i0coin/,I0C,http://izerocoin.org,
678,Deutsche eMark,https://coinmarketcap.com/currencies/deutsche-emark/,DEM,http://deutsche-emark.de/,
679,UltraCoin,https://coinmarketcap.com/currencies/ultracoin/,UTC,http://ultracoin.io/,
680,42-coin,https://coinmarketcap.com/currencies/42-coin/,42,http://42-coin.org/,https://kiwiirc.com/client/chat.freenode.net/##42coin
681,Cryptojacks,https://coinmarketcap.com/currencies/cryptojacks/,CJ,http://cryptojacks.com/,
682,Rimbit,https://coinmarketcap.com/currencies/rimbit/,RBT,http://www.rimbit.com,
683,iTicoin,https://coinmarketcap.com/currencies/iticoin/,ITI,http://iticoin.com/,
684,WavesGo,https://coinmarketcap.com/currencies/wavesgo/,WGO,http://www.wavesgo.com/wgo.html,
685,SmartCoin,https://coinmarketcap.com/currencies/smartcoin/,SMC,http://smartcoin.cc/,https://webchat.freenode.net/?channels=smartcoin
686,PetroDollar,https://coinmarketcap.com/currencies/petrodollar/,XPD,http://petrodollar.org/,
687,Xios,https://coinmarketcap.com/currencies/xios/,XIOS,http://www.xioscoin.com/,https://discord.gg/qdxsCxC
688,Pakcoin,https://coinmarketcap.com/currencies/pakcoin/,PAK,http://www.pakcoin.io/,http://t.me/pakcoingroup
689,DROXNE,https://coinmarketcap.com/currencies/droxne/,DRXNE,http://droxne.net/,"https://telegram.dog/droxne , https://discordapp.com/invite/RCMqw9u"
690,Atomic Coin,https://coinmarketcap.com/currencies/atomic-coin/,ATOM,https://www.atomicproject.org/,
691,GAIA,https://coinmarketcap.com/currencies/gaia/,GAIA,http://gaiaplatform.com/,
692,Bitstar,https://coinmarketcap.com/currencies/bitstar/,BITS,https://www.bitstarcoin.com/,
693,Joulecoin,https://coinmarketcap.com/currencies/joulecoin/,XJO,http://www.jouleco.in/,https://discord.gg/RaWB3uE
694,Titcoin,https://coinmarketcap.com/currencies/titcoin/,TIT,http://www.joy-toilet.com/titcoin/,
695,HoboNickels,https://coinmarketcap.com/currencies/hobonickels/,HBN,http://hobonickels.info/,
696,MaxCoin,https://coinmarketcap.com/currencies/maxcoin/,MAX,https://www.maxcoin.co.uk/,
697,Bitcoin Red,https://coinmarketcap.com/currencies/bitcoin-red/,BTCRED,http://www.bitcoinred.io/,
698,Colossuscoin V2,https://coinmarketcap.com/currencies/colossuscoin-v2/,CV2,http://colossuscoin.org,
699,Coin2.1,https://coinmarketcap.com/currencies/coin2-1/,C2,http://www.coin2.us,
700,CryptoInsight,https://coinmarketcap.com/currencies/trackr/,TKR,http://cryptoinsight.io,https://discordapp.com/invite/yxq6JVY
701,BlakeStar,https://coinmarketcap.com/currencies/blakestar/,BLAS,http://www.blakestar.io/,"https://t.me/BlakeStarCoin , https://discordapp.com/invite/hYvsCza"
